token id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Loss assignment,1,2,0,4,3,4,2,1,2,0,1,0,4,3,2,1
Euclidean assignment,1,1,0,3,3,4,4,1,2,0,3,0,4,4,2,4
Cosine assignment,1,1,0,3,3,4,0,1,2,0,3,0,4,4,2,4
Loss,0.8332976698875427,0.31735628843307495,0.341418981552124,2.926422119140625,4.186432838439941,1.5190988779067993,0.3257738947868347,1.8790191411972046,4.077543258666992,0.3464425802230835,0.6550803780555725,0.3226209580898285,0.38593387603759766,0.7586203217506409,5.285193920135498,0.36814630031585693
Euclidean certanty,1.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.5714285714285714
Cosine certanty,1.0,0.8571428571428571,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.42857142857142855,1.0,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.42857142857142855
""
Euclidean accuracy,0.625
Cosine accuracy,0.625
Euclidean weighted accuracy,0.646341463414634
Cosine weighted accuracy,0.6625000000000001
Euclidean to cosine accuracy,0.9375
""
Prompt compression,google/multiberts-seed_0,google/multiberts-seed_1,google/multiberts-seed_2,google/multiberts-seed_3,google/multiberts-seed_4,average
Normal prompt length,3.440861225128174,0.6959487199783325,0.37343156337738037,0.5313470363616943,0.3801310956478119,1.0843439280986786
Shortened prompt length,10.819670677185059,10.286025047302246,10.764031410217285,9.698749542236328,10.350787162780762,10.383852767944337
One model loss,0.30788174271583557,0.30095937848091125,0.3116716146469116,0.3216051757335663,0.31033074855804443,0.3104897320270538
