seed,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
google/multiberts-seed_0,1.0653938055038452,1.065030813217163,1.080793023109436,1.0699682235717773,1.0537068843841553,2.7369487285614014,1.0404572486877441,1.1535131931304932,1.061930537223816,1.0473612546920776,1.053821325302124,1.0648844242095947,1.0651490688323975,1.0611549615859985,1.0568891763687134,1.0592836141586304
google/multiberts-seed_1,1.0757819414138794,0.9414291977882385,1.9496381282806396,1.040693998336792,0.9145347476005554,0.9288599491119385,0.8801330327987671,0.8556950092315674,0.8711003661155701,0.8604797720909119,0.8472594618797302,0.9559011459350586,0.9450724720954895,0.8466503620147705,1.047940969467163,1.2992701530456543
google/multiberts-seed_2,0.9653260707855225,0.9092913269996643,0.8769635558128357,0.8868758678436279,0.9481461048126221,0.8869501948356628,0.8940528035163879,1.2109639644622803,0.9029864072799683,0.9019358158111572,0.8947427868843079,6.538865566253662,0.8996737599372864,0.9276889562606812,1.0644404888153076,0.912228524684906
google/multiberts-seed_3,1.0247796773910522,1.083756685256958,0.9288704991340637,1.3076152801513672,1.8264796733856201,0.9451902508735657,1.400660514831543,0.9300755858421326,0.9187963008880615,3.105804681777954,0.9051185250282288,0.9352049827575684,0.9271209239959717,1.4037920236587524,0.918549120426178,0.9204621911048889
google/multiberts-seed_4,1.5010226964950562,0.8786646723747253,0.8710769414901733,0.8519097566604614,0.8461990356445312,0.8545657396316528,0.8576220870018005,0.8684404492378235,0.8449860215187073,0.8407947421073914,2.2368080615997314,0.8535465598106384,0.8485090136528015,0.8520729541778564,1.1415048837661743,0.9453134536743164
google/multiberts-seed_10,4.644655704498291,0.8180084228515625,0.8216140866279602,0.8421475291252136,0.8327738046646118,0.8096696138381958,0.980659544467926,0.8236662149429321,1.1104801893234253,0.8178121447563171,1.0824335813522339,0.8175851702690125,1.5287147760391235,0.8798433542251587,0.8849979639053345,0.8120664358139038
google/multiberts-seed_11,1.7028380632400513,1.2631810903549194,0.9100092649459839,1.2084581851959229,0.959298849105835,0.9073971509933472,0.9053589105606079,0.8841569423675537,0.8871143460273743,2.3132684230804443,0.8929787278175354,0.8944128155708313,0.8885193467140198,1.1319506168365479,0.8989949226379395,0.8886361122131348
google/multiberts-seed_12,0.9378278255462646,0.9695517420768738,0.9288954138755798,0.8180739879608154,1.6607896089553833,0.7919253706932068,0.8391599655151367,0.7884136438369751,0.7858433127403259,0.7840123772621155,0.7858647704124451,0.8141258955001831,0.9289892315864563,0.9796035289764404,0.7764070630073547,1.448381781578064
google/multiberts-seed_13,1.173144817352295,1.0046947002410889,1.0133334398269653,2.698025703430176,1.1722328662872314,0.9944257736206055,1.0827534198760986,0.9997633099555969,1.0017365217208862,0.9934172630310059,0.9943254590034485,0.9888039827346802,0.9851672053337097,0.9889097809791565,1.3824654817581177,1.032386302947998
google/multiberts-seed_14,1.1090284585952759,1.1115682125091553,1.082814335823059,1.0364162921905518,1.0845305919647217,1.0083390474319458,0.9875217080116272,0.9760637879371643,5.600937366485596,1.0239925384521484,1.0996893644332886,0.9652970433235168,1.4834178686141968,0.9703460931777954,1.0887781381607056,0.9307001233100891
