token id                     ,0                        ,1                        ,2                        ,3                        ,4                        ,5                         ,6                         ,7                         ,8                         ,9                         ,10                 ,11                  ,12                  ,13                  ,14                   ,15
Loss assignment              ,10                       ,11                       ,1                        ,13                       ,3                        ,0                         ,3                         ,2                         ,14                        ,3                         ,4                  , 2                  ,10                  , 3                  ,13                   ,12
Euclidean assignment         ,4                        ,0                        ,13                       ,3                        ,3                        ,0                         ,13                        ,0                         ,11                        ,3                         ,4                  , 2                  ,12                  ,11                  ,14                   ,12
Cosine assignment            ,4                        ,0                        ,13                       ,3                        ,3                        ,0                         ,13                        ,0                         ,11                        ,3                         ,4                  , 2                  ,12                  ,11                  ,14                   ,12
Loss                         ,4.644655704498291        ,1.2631810903549194       ,1.9496381282806396       ,2.698025703430176        ,1.8264796733856201       ,2.7369487285614014        ,1.400660514831543         ,1.2109639644622803        ,5.600937366485596         ,3.105804681777954         ,2.2368080615997314 , 6.538865566253662  , 1.5287147760391235 , 1.4037920236587524 , 1.3824654817581177  , 1.448381781578064
Euclidean certanty           ,1.0                      ,0.2857142857142857       ,0.2857142857142857       ,0.2857142857142857       ,1.0                      ,1.0                       ,0.42857142857142855       ,0.7142857142857143        ,0.2857142857142857        ,0.42857142857142855       ,1.0                , 0.5714285714285714 , 0.8571428571428571 , 0.8571428571428571 , 0.42857142857142855 , 0.8571428571428571
Cosine certanty              ,1.0                      ,0.2857142857142857       ,0.42857142857142855      ,0.2857142857142857       ,1.0                      ,1.0                       ,0.42857142857142855       ,0.5714285714285714        ,0.2857142857142857        ,0.42857142857142855       ,0.7142857142857143 , 0.5714285714285714 , 0.8571428571428571 , 1.0                , 0.42857142857142855 , 1.0
""
Euclidean accuracy           ,0.375
Cosine accuracy              ,0.375
Euclidean weighted accuracy  ,0.47222222222222215
Cosine weighted accuracy     ,0.4583333333333333
Euclidean to cosine accuracy ,1.0
""
Prompt compression           ,google/multiberts-seed_0 ,google/multiberts-seed_1 ,google/multiberts-seed_2 ,google/multiberts-seed_3 ,google/multiberts-seed_4 ,google/multiberts-seed_10 ,google/multiberts-seed_11 ,google/multiberts-seed_12 ,google/multiberts-seed_13 ,google/multiberts-seed_14 ,average
Normal prompt length         ,2.867100477218628        ,8.38415813446045         ,7.12039041519165         ,5.837793350219727        ,4.6583943367004395       ,4.266627311706543         ,10.182084083557129        ,9.93144702911377          ,5.955550193786621         ,7.233974933624268         ,6.643752026557922
Shortened prompt length      ,10.684359550476074       ,10.904790878295898       ,10.346571922302246       ,9.844212532043457        ,10.726149559020996       ,9.087793350219727         ,12.11618423461914         ,11.024524688720703        ,9.967543601989746         ,11.47233772277832         ,10.617446804046631
One model loss               ,1.0496128797531128       ,0.8260166049003601       ,0.8655683398246765       ,0.8870248794555664       ,0.8352925777435303       ,0.7920031547546387        ,0.8623398542404175        ,0.7658886313438416        ,0.9614768624305725        ,0.9047898650169373        ,0.8750013649463654
