token id                     ,0                        ,1                        ,2                   ,3                  ,4                  ,5                  ,6                  ,7                  ,8                  ,9                  ,10                  ,11                  ,12                  ,13                  ,14                  ,15
Loss assignment              ,0                        ,0                        ,1                   ,0                  ,0                  ,1                  ,0                  ,0                  ,0                  ,0                  , 0                  , 0                  , 0                  , 1                  , 0                  , 0
Euclidean assignment         ,0                        ,0                        ,1                   ,0                  ,0                  ,1                  ,1                  ,0                  ,0                  ,0                  , 1                  , 1                  , 0                  , 1                  , 1                  , 0
Cosine assignment            ,0                        ,0                        ,1                   ,0                  ,0                  ,1                  ,1                  ,0                  ,0                  ,1                  , 1                  , 1                  , 0                  , 1                  , 1                  , 0
Loss                         ,0.7049744725227356       ,0.7939656972885132       ,0.8196666240692139  ,0.7430331707000732 ,0.7569044828414917 ,0.8034703731536865 ,0.6968422532081604 ,0.7497106790542603 ,0.6821879148483276 ,0.6903003454208374 , 0.6907504796981812 , 0.6879033446311951 , 0.6897421479225159 , 1.3556030988693237 , 0.6830623149871826 , 0.7323726415634155
Euclidean certanty           ,1.0                      ,1.0                      ,1.0                 ,0.8571428571428571 ,1.0                ,1.0                ,1.0                ,1.0                ,0.8571428571428571 ,0.5714285714285714 , 1.0                , 1.0                , 1.0                , 0.5714285714285714 , 1.0                , 1.0
Cosine certanty              ,1.0                      ,1.0                      ,1.0                 ,0.8571428571428571 ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,0.8571428571428571 , 1.0                , 1.0                , 1.0                , 0.7142857142857143 , 1.0                , 1.0
""
Euclidean accuracy           ,0.75
Cosine accuracy              ,0.6875
Euclidean weighted accuracy  ,0.7307692307692307
Cosine weighted accuracy     ,0.6851851851851851
Euclidean to cosine accuracy ,0.9375
""
Prompt compression           ,google/multiberts-seed_0 ,google/multiberts-seed_1 ,average
Normal prompt length         ,0.7122179269790649       ,2.4487967491149902       ,1.5805073380470276
Shortened prompt length      ,0.8306944370269775       ,5.868427753448486        ,3.349561095237732
One model loss               ,0.6874706745147705       ,0.3086819052696228       ,0.49807628989219666
