seed,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
google/multiberts-seed_0,0.3928932547569275,0.4186134338378906,0.3996265232563019,0.41269034147262573,0.39447730779647827,0.8386678695678711,0.41926026344299316,0.42582109570503235,0.42095887660980225,0.4288060665130615,0.43879735469818115,0.42524078488349915,0.40985962748527527,4.734285831451416,0.4139203131198883,0.39743170142173767
google/multiberts-seed_1,0.4308999478816986,0.3556721806526184,0.35314011573791504,4.087124347686768,0.35138770937919617,0.3513977825641632,0.35236236453056335,0.35206547379493713,0.35164812207221985,0.3515472412109375,0.351215124130249,0.35034194588661194,0.3494832515716553,0.3510719835758209,5.452996253967285,0.3493278920650482
google/multiberts-seed_2,0.3371458947658539,0.44528067111968994,2.472686529159546,0.3351075351238251,0.33398059010505676,0.33429136872291565,0.3351283073425293,3.355832099914551,0.33221346139907837,0.3332395553588867,0.3325044810771942,0.34500250220298767,0.33175286650657654,0.3327120542526245,0.33171844482421875,0.34128889441490173
google/multiberts-seed_3,0.38374781608581543,0.3481096029281616,0.34440138936042786,0.3422953188419342,0.34169474244117737,0.3412305414676666,0.34096723794937134,0.3422815799713135,0.34334975481033325,0.3418300747871399,0.3416535556316376,0.34284254908561707,0.34279072284698486,0.34057432413101196,0.341386079788208,9.720243453979492
google/multiberts-seed_4,0.45564723014831543,0.3319891691207886,0.3308751881122589,0.3284662067890167,0.3292146921157837,0.3300899565219879,0.32961809635162354,0.3295266032218933,0.32967516779899597,0.3297090232372284,0.3313024342060089,4.621720314025879,0.33309274911880493,0.3329921364784241,3.002882957458496,0.32947930693626404
google/multiberts-seed_10,0.3740350008010864,0.36570829153060913,0.5787160396575928,0.3653802275657654,0.3649584949016571,0.36557379364967346,0.364867627620697,0.3645575940608978,0.3653206527233124,0.36401090025901794,5.583140850067139,0.36473435163497925,0.41870880126953125,0.3656211793422699,0.36462289094924927,0.3659357726573944
google/multiberts-seed_11,0.40633532404899597,0.3666021227836609,0.3673936426639557,1.0244872570037842,0.36540234088897705,0.3704538643360138,0.3659272789955139,0.36505645513534546,1.5502699613571167,3.9828741550445557,0.6065544486045837,0.3656493127346039,0.3657819926738739,0.36653196811676025,0.36693277955055237,0.366865336894989
google/multiberts-seed_12,0.682224690914154,0.3297615051269531,0.32881924510002136,0.32815492153167725,0.32855284214019775,0.46675220131874084,0.32865017652511597,0.32950225472450256,1.7065156698226929,0.3277789056301117,0.3277992010116577,0.3286226689815521,3.2843573093414307,0.32931849360466003,0.32986965775489807,0.3282347321510315
google/multiberts-seed_13,0.3977966904640198,0.3801189064979553,0.37448883056640625,0.3756183981895447,0.3760198652744293,0.38667479157447815,3.4908432960510254,0.374833345413208,0.7655096650123596,0.3742051124572754,0.3746112287044525,0.3741050362586975,0.3747088611125946,0.37466078996658325,0.3746064305305481,0.37552428245544434
google/multiberts-seed_14,1.6298731565475464,0.32413652539253235,0.3248980939388275,0.32583174109458923,10.245528221130371,0.32861337065696716,0.3233354091644287,0.3249610960483551,0.32329344749450684,0.3229930102825165,0.32376596331596375,0.3236391544342041,0.32443967461586,0.324085533618927,0.325788676738739,0.3238678574562073
